missing=0 unexpected=0
num_classes=1 test_conf=0.001 nms=0.7 test_size=(800, 1440)
  589.000 212.875 607.000 226.125 0.00496
  578.500 154.500 614.500 170.000 0.00495
  942.000 444.750 1030.000 516.000 0.00486
  115.875 260.500 147.375 275.000 0.00485
  267.000 417.500 284.000 457.500 0.00479
  1246.000 414.750 1264.000 444.750 0.00479
  245.250 412.250 263.000 451.250 0.00478
  938.000 267.500 971.000 288.500 0.00475
  1141.000 385.250 1167.000 412.250 0.00473
  336.000 444.250 374.500 473.250 0.00469
  1082.000 416.250 1110.000 450.750 0.00468
  48.156 263.500 83.500 284.500 0.00451
  661.000 253.750 670.000 265.750 0.00448
  1083.000 291.500 1101.000 321.000 0.00440
  753.500 245.500 764.500 262.750 0.00439
  667.500 184.750 690.500 195.750 0.00437
  635.500 209.500 661.500 220.250 0.00435
  1080.000 293.750 1134.000 335.250 0.00434
  1212.000 474.250 1236.000 519.000 0.00429
  37.406 266.750 58.594 283.750 0.00429
  725.500 232.250 741.500 247.000 0.00426
  180.750 322.500 194.250 344.000 0.00419
  1083.000 382.750 1101.000 412.250 0.00417
  702.500 247.125 717.500 262.000 0.00415
  1084.000 385.750 1102.000 417.750 0.00414
  753.000 249.125 763.000 264.000 0.00412
  756.000 249.875 766.000 264.250 0.00409
  813.000 257.500 829.000 275.500 0.00408
  291.250 415.750 305.250 444.750 0.00399
  142.875 255.375 175.625 277.500 0.00395
  1078.000 292.500 1100.000 322.500 0.00392
  774.000 289.000 786.000 309.000 0.00392
  1163.000 430.750 1189.000 469.750 0.00389
  883.500 306.000 898.500 328.500 0.00389
  708.500 288.750 720.500 307.250 0.00389
  583.500 211.375 610.500 224.625 0.00386
  512.000 215.625 553.000 230.625 0.00382
  351.250 364.000 368.750 390.500 0.00377
  1069.000 304.250 1087.000 339.250 0.00375
  1219.000 411.750 1239.000 447.250 0.00372
  177.125 266.250 220.125 283.750 0.00366
  738.500 227.625 755.500 242.125 0.00362
  153.250 254.000 184.250 271.500 0.00356
  733.000 253.625 747.000 268.000 0.00355
  691.000 229.750 704.000 243.500 0.00353
  359.500 364.000 375.000 394.000 0.00348
  1083.000 301.750 1105.000 339.250 0.00343
  378.500 268.500 419.500 293.000 0.00338
  1211.000 490.750 1229.000 527.000 0.00332
  1071.000 414.500 1113.000 455.000 0.00332
  713.500 425.000 777.500 455.000 0.00326
  130.875 450.250 148.125 492.250 0.00321
  182.500 326.750 196.750 349.250 0.00321
  1070.000 301.500 1086.000 332.500 0.00318
  691.000 278.750 702.000 297.750 0.00318
  929.000 380.750 946.000 414.250 0.00317
  367.250 362.250 382.750 392.250 0.00315
  1091.000 420.000 1133.000 460.500 0.00314
  -16.000 368.500 686.000 1600.000 0.00309
  921.500 264.250 969.500 288.250 0.00308
  963.500 345.250 978.500 368.250 0.00305
  -66.125 -6.125 123.625 340.000 0.00298
  613.500 211.125 635.500 221.875 0.00298
  859.000 294.000 880.000 319.500 0.00296
  53.750 259.000 84.250 281.500 0.00295
  88.875 383.000 174.125 416.000 0.00288
  563.000 212.500 605.000 227.750 0.00287
  755.500 253.000 765.500 269.000 0.00284
  723.000 232.750 738.000 246.500 0.00276
  927.500 396.750 947.500 434.250 0.00276
  640.000 192.625 656.000 203.625 0.00275
  151.750 256.750 190.500 279.250 0.00273
  189.250 265.750 223.000 283.250 0.00272
  170.250 323.750 185.000 348.250 0.00271
  181.250 352.250 210.750 386.250 0.00270
  102.750 343.750 124.125 375.250 0.00267
  140.125 338.500 160.125 366.000 0.00265
  547.500 214.875 564.500 226.125 0.00263
  514.000 217.375 551.000 235.625 0.00262
  263.250 214.750 280.750 226.750 0.00260
  362.000 364.000 378.000 395.000 0.00258
  866.500 342.750 890.500 367.250 0.00257
  108.750 452.500 127.250 492.500 0.00254
  102.625 332.000 124.500 366.000 0.00254
  378.000 271.500 410.000 294.000 0.00252
  1244.000 446.000 1270.000 476.000 0.00251
  862.500 298.500 877.500 326.500 0.00250
  1053.000 407.500 1069.000 432.500 0.00249
  110.125 331.250 135.625 367.250 0.00249
  1143.000 383.250 1171.000 410.250 0.00248
  1095.000 385.500 1113.000 411.500 0.00248
  1020.000 380.000 1060.000 413.500 0.00246
  176.875 326.500 190.125 349.000 0.00241
  125.250 260.250 163.500 275.250 0.00241
  373.500 304.000 404.500 335.000 0.00240
  619.000 190.375 656.000 204.125 0.00239
  646.500 207.750 673.500 220.750 0.00239
  96.750 379.500 174.250 425.500 0.00238
  173.250 267.000 204.000 283.500 0.00237
  640.000 210.750 655.000 222.000 0.00237
  189.500 315.750 207.750 337.250 0.00236
  143.250 260.500 178.000 282.000 0.00236
  1141.000 311.750 1203.000 348.750 0.00235
  776.500 287.750 788.500 305.750 0.00234
  408.250 313.500 430.750 339.000 0.00233
  901.500 377.750 918.500 403.250 0.00232
  892.500 265.250 921.500 288.750 0.00232
  613.000 212.000 646.000 224.250 0.00232
  959.000 445.750 983.000 480.750 0.00231
  816.500 408.000 835.500 442.000 0.00231
  1210.000 480.250 1232.000 525.500 0.00229
  1118.000 24.406 1172.000 90.875 0.00229
  1080.000 441.750 1108.000 470.750 0.00228
  109.812 355.500 126.688 380.500 0.00224
  841.500 326.000 855.500 349.000 0.00223
  540.500 215.000 564.500 227.250 0.00222
  269.750 407.750 288.250 442.250 0.00222
  179.750 319.500 195.250 341.500 0.00222
  227.000 358.000 264.000 394.000 0.00221
  70.000 381.500 165.625 414.000 0.00220
  120.000 244.375 182.750 276.500 0.00220
  99.312 352.000 123.812 381.000 0.00219
  1116.000 437.250 1138.000 474.250 0.00215
  1086.000 384.000 1104.000 413.500 0.00214
  921.000 264.750 956.000 287.250 0.00214
  1086.000 301.750 1104.000 332.250 0.00211
  109.375 324.250 136.375 361.750 0.00211
  159.625 274.000 182.375 289.000 0.00210
  219.125 306.500 245.875 330.000 0.00210
  172.875 324.000 187.125 347.000 0.00209
  918.000 336.250 932.000 364.250 0.00207
  878.500 265.500 892.500 287.500 0.00205
  178.000 355.500 208.750 390.000 0.00205
  931.500 262.750 958.500 289.250 0.00204
  1001.000 480.000 1029.000 515.000 0.00202
  147.750 263.000 186.750 286.500 0.00201
  385.250 312.750 409.250 340.750 0.00200
  618.000 191.875 636.000 203.875 0.00200
  162.375 272.000 191.875 289.000 0.00198
  63.062 450.000 99.438 476.000 0.00197
  494.250 275.250 540.000 297.250 0.00194
  1089.000 379.750 1119.000 409.750 0.00193
  1007.000 458.750 1022.000 490.250 0.00192
  1220.000 295.750 1252.000 317.250 0.00192
  224.500 368.250 263.750 405.750 0.00192
  154.125 337.500 170.375 363.000 0.00189
  167.750 268.000 199.000 285.000 0.00189
  1164.000 442.250 1190.000 478.250 0.00188
  837.000 330.250 849.000 352.750 0.00187
  1118.000 435.000 1136.000 460.000 0.00187
  109.125 316.500 141.000 359.000 0.00186
  744.000 234.500 759.000 252.250 0.00186
  961.500 444.750 982.500 471.750 0.00185
  647.500 210.750 675.500 224.500 0.00184
  832.500 307.750 853.500 335.750 0.00184
  113.688 260.750 149.250 278.750 0.00183
  510.750 216.250 545.500 229.250 0.00183
  96.312 37.500 125.062 54.250 0.00181
  415.500 325.000 431.000 352.000 0.00181
  1281.000 499.250 1323.000 516.000 0.00180
  1173.000 417.250 1203.000 451.250 0.00179
  252.875 257.750 290.000 280.250 0.00178
  294.000 411.250 314.000 446.750 0.00178
  109.875 344.250 134.500 375.750 0.00178
  620.000 450.250 643.000 484.750 0.00177
  693.000 292.000 702.000 309.500 0.00176
  174.375 323.000 190.125 345.500 0.00176
  347.250 373.500 368.750 399.500 0.00174
  830.000 311.000 852.000 348.500 0.00173
  157.125 268.500 189.625 287.500 0.00172
  1216.000 474.500 1238.000 509.000 0.00171
  633.000 215.375 657.000 232.625 0.00170
  507.250 275.750 541.500 295.250 0.00169
  155.875 274.750 180.375 290.250 0.00168
  397.000 308.250 426.500 335.250 0.00168
  131.625 338.000 155.375 369.000 0.00167
  230.000 244.250 257.750 260.250 0.00165
  1020.500 348.250 1036.000 376.250 0.00164
  503.000 276.250 541.000 300.750 0.00161
  98.062 341.250 121.062 373.750 0.00161
  671.000 181.500 713.000 195.500 0.00160
  123.250 340.250 152.500 375.250 0.00157
  833.500 305.000 852.500 330.000 0.00157
  733.500 249.000 748.500 264.000 0.00157
  608.500 210.250 629.500 224.000 0.00157
  122.125 331.500 151.125 367.000 0.00156
  834.500 322.750 850.500 351.250 0.00155
  186.375 341.750 206.125 371.250 0.00154
  893.000 266.500 927.000 293.000 0.00154
  72.812 319.250 97.312 348.750 0.00152
  388.250 312.000 416.250 339.500 0.00151
  844.000 317.250 858.000 335.750 0.00151
  836.000 303.500 851.000 322.500 0.00150
  739.000 224.625 756.000 239.625 0.00150
  53.500 265.000 87.125 280.000 0.00149
  9.000 296.750 147.750 478.250 0.00149
  521.000 216.375 566.000 234.625 0.00147
  194.000 315.500 211.250 337.500 0.00147
  750.500 191.875 781.500 205.375 0.00147
  641.500 193.750 656.500 205.500 0.00146
  954.500 367.250 969.500 398.750 0.00145
  969.500 334.250 989.500 362.750 0.00144
  93.688 355.500 126.438 388.000 0.00144
  539.500 215.250 566.500 231.000 0.00143
  638.500 213.875 668.500 232.375 0.00143
  147.750 319.750 164.250 348.250 0.00141
  628.500 191.750 657.500 207.250 0.00141
  122.062 348.250 152.625 383.250 0.00141
  407.500 310.250 434.500 336.250 0.00140
  113.750 356.250 128.250 380.250 0.00140
  1153.000 387.250 1175.000 417.750 0.00140
  581.500 211.875 621.500 232.375 0.00140
  751.500 243.625 763.500 261.250 0.00140
  1172.000 315.750 1204.000 346.250 0.00139
  144.500 334.250 161.250 362.750 0.00139
  116.500 261.250 137.500 275.750 0.00138
  938.000 445.500 970.000 502.500 0.00138
  615.500 208.875 650.500 221.625 0.00138
  571.500 213.125 609.500 233.125 0.00137
  98.938 326.750 121.812 359.750 0.00137
  366.000 366.500 381.500 395.000 0.00136
  844.000 320.250 857.000 340.750 0.00135
  932.000 383.750 949.000 415.250 0.00134
  1199.000 426.500 1217.000 458.000 0.00134
  1240.000 447.000 1258.000 475.500 0.00133
  850.500 346.250 863.500 369.250 0.00131
  634.500 222.375 654.500 242.875 0.00130
  -514.000 277.000 117.750 1855.000 0.00130
  189.250 355.250 212.750 385.750 0.00129
  971.000 339.250 986.000 367.250 0.00129
  1072.000 412.000 1108.000 448.500 0.00129
  663.500 211.625 682.500 226.125 0.00129
  925.000 267.250 951.000 286.750 0.00129
  67.125 451.750 95.750 473.250 0.00128
  746.000 229.000 760.000 241.750 0.00127
  279.000 243.625 304.500 259.500 0.00127
  640.000 190.500 658.000 204.500 0.00126
  579.000 154.625 602.000 168.125 0.00124
  904.000 377.000 921.000 402.000 0.00124
  144.250 270.750 176.250 291.750 0.00123
  1217.000 295.000 1253.000 328.000 0.00122
  15.562 17.875 126.062 327.500 0.00122
  81.000 346.750 103.625 379.750 0.00120
  1120.000 297.500 1140.000 329.000 0.00120
  1012.000 342.000 1034.000 371.000 0.00119
  927.500 409.500 947.500 439.500 0.00119
  1163.000 412.500 1203.000 446.000 0.00118
  748.000 192.375 782.000 209.375 0.00118
  937.500 333.250 977.500 365.250 0.00118
  614.000 190.625 657.000 211.375 0.00117
  193.000 353.250 212.250 377.750 0.00117
  993.000 450.250 1012.000 483.750 0.00116
  128.000 238.500 182.500 280.000 0.00116
  121.188 322.250 150.500 360.750 0.00115
  645.500 215.000 668.500 231.250 0.00115
  1137.000 302.750 1157.000 331.250 0.00113
  850.000 324.500 863.000 351.500 0.00113
  74.188 318.500 96.312 340.500 0.00113
  299.500 404.500 322.000 444.000 0.00112
  66.250 334.750 97.250 381.750 0.00112
  1071.000 446.750 1095.000 478.750 0.00112
  1155.000 304.500 1169.000 322.000 0.00110
  822.500 788.000 940.500 916.000 0.00110
  143.250 341.000 159.250 369.500 0.00110
  708.000 227.125 724.000 241.625 0.00110
  1206.000 321.750 1232.000 352.750 0.00110
  964.000 339.750 979.000 366.250 0.00109
  174.250 317.500 192.750 341.000 0.00108
  203.875 331.000 221.625 361.500 0.00108
  807.000 254.750 829.000 274.750 0.00107
  519.000 269.000 571.000 306.500 0.00107
  427.750 521.000 453.750 576.000 0.00107
  90.000 351.000 109.500 378.500 0.00107
  350.500 359.500 368.500 385.500 0.00106
  130.125 344.500 156.625 382.000 0.00106
  79.250 378.250 108.500 412.750 0.00106
  75.188 350.750 104.062 387.250 0.00105
  1209.000 411.500 1233.000 447.500 0.00105
  107.250 299.750 144.625 350.250 0.00105
  847.000 318.250 861.000 338.250 0.00104
  140.500 329.000 161.000 360.000 0.00104
  102.562 321.750 126.188 355.750 0.00104
  317.750 239.375 341.750 253.125 0.00103
  1014.500 414.250 1063.000 441.250 0.00103
  1066.000 411.000 1086.000 439.500 0.00103
  126.125 261.500 150.375 282.000 0.00103
  1158.000 302.500 1172.000 322.500 0.00102
  283.000 416.250 301.000 456.750 0.00102
  639.500 223.500 665.500 244.250 0.00102
  1065.000 415.000 1083.000 440.000 0.00101
  149.000 328.750 165.500 358.250 0.00100
  661.500 202.000 686.500 220.750 0.00100
  1051.000 397.000 1073.000 428.000 0.00100
  659.500 244.875 669.500 257.750 0.00100
frame 3: 437 dets
  620.000 560.000 709.000 655.000 0.91393
  713.000 423.000 778.000 513.000 0.91035
  1083.000 608.500 1255.000 707.500 0.90523
  470.250 463.250 547.500 531.000 0.90067
  469.500 385.750 530.000 442.750 0.88428
  584.500 366.250 631.500 405.250 0.87370
  543.000 331.500 584.000 373.000 0.85427
  593.000 309.500 627.000 340.000 0.83633
  752.000 313.500 775.000 347.000 0.80443
  558.000 470.250 592.000 530.500 0.80405
  1082.000 441.750 1136.000 486.250 0.79955
  737.000 266.250 756.000 284.750 0.77919
  931.000 426.500 999.000 501.000 0.76077
  116.250 448.750 142.750 501.750 0.74965
  710.000 266.500 726.000 284.500 0.74897
  1205.000 529.500 1235.000 585.500 0.73654
  268.000 417.750 287.500 460.750 0.72338
  1118.000 410.250 1202.000 453.750 0.71892
  253.250 413.000 273.250 458.000 0.70143
  827.500 406.000 846.500 444.000 0.69684
  1160.000 467.750 1220.000 511.250 0.65941
  331.000 371.000 360.000 399.000 0.64149
  1155.000 463.750 1181.000 508.750 0.64080
  896.500 416.000 948.500 463.500 0.63381
  409.750 531.000 438.750 589.000 0.62362
  719.500 257.250 733.500 274.250 0.62124
  1232.000 413.250 1252.000 451.250 0.59383
  411.250 525.500 437.750 577.500 0.58764
  708.000 288.500 719.000 307.000 0.58566
  1204.000 543.500 1236.000 596.500 0.57969
  228.000 339.750 310.000 371.750 0.57687
  720.500 245.750 736.500 261.750 0.52688
  698.000 252.250 713.000 266.250 0.52248
  302.250 317.250 357.750 348.250 0.44477
  1237.000 483.000 1259.000 534.500 0.43395
  697.000 248.500 713.000 265.000 0.43156
  278.000 407.500 296.000 444.500 0.35063
  394.250 294.750 428.250 317.250 0.28861
  286.000 414.500 302.000 446.500 0.28148
  761.500 291.250 773.500 310.750 0.27829
  769.000 287.750 781.000 308.750 0.26140
  988.000 459.250 1006.000 502.250 0.25876
  463.500 385.000 484.500 421.000 0.23271
  1124.000 360.000 1140.000 387.000 0.17786
  1240.000 448.000 1262.000 480.000 0.16708
  730.500 250.625 744.500 264.750 0.16618
  1138.000 365.000 1152.000 389.500 0.15279
  716.000 258.500 731.000 275.500 0.15273
  289.000 416.250 303.500 447.750 0.13093
  756.500 270.750 766.500 286.250 0.12965
  1233.000 482.500 1251.000 518.500 0.12518
  905.500 345.000 919.500 376.500 0.12444
  1164.000 425.000 1186.000 462.000 0.11437
  995.500 447.000 1018.500 488.500 0.09170
  1190.000 432.000 1206.000 465.500 0.09108
  284.500 404.500 301.500 438.500 0.08559
  248.750 327.000 321.250 358.000 0.08015
  656.500 261.250 665.500 276.750 0.07667
  977.000 335.000 1014.000 363.500 0.07617
  899.000 293.000 939.000 320.000 0.07321
  1184.000 452.250 1204.000 487.750 0.07302
  825.500 410.500 844.500 445.500 0.07254
  760.500 292.250 771.500 309.250 0.06956
  1187.000 438.750 1205.000 473.250 0.06940
  1070.000 382.250 1086.000 416.750 0.06345
  889.000 410.000 924.000 442.000 0.06343
  895.000 348.500 908.000 376.000 0.05928
  657.500 259.250 667.500 274.250 0.05924
  366.000 299.500 404.500 331.500 0.05850
  1258.000 450.250 1280.000 483.250 0.05000
  1188.000 430.750 1204.000 462.750 0.04855
  695.000 246.500 712.000 262.750 0.04396
  980.500 474.750 1028.000 520.000 0.04342
  1164.000 415.500 1202.000 456.500 0.04311
  929.500 339.250 942.500 368.750 0.03983
  662.000 256.000 670.000 270.500 0.03964
  158.250 337.250 172.500 361.750 0.03241
  932.000 304.250 965.000 333.750 0.03041
  38.312 265.500 64.562 281.500 0.02858
  986.000 391.000 1030.000 420.500 0.02768
  1178.000 424.000 1202.000 460.000 0.02724
  999.000 450.250 1019.000 495.250 0.02703
  1213.000 475.500 1235.000 521.000 0.02689
  823.500 405.250 841.500 440.750 0.02683
  866.500 347.500 890.500 371.500 0.02585
  1183.000 427.750 1201.000 462.250 0.02507
  148.500 255.250 181.250 274.250 0.02400
  1239.000 414.000 1261.000 449.000 0.02287
  668.000 185.000 689.000 193.500 0.02160
  283.000 398.500 301.000 429.500 0.02006
  729.500 247.125 744.500 263.750 0.01953
  692.000 276.750 700.000 290.250 0.01902
  138.500 247.250 178.500 275.250 0.01891
  8.344 436.750 121.875 488.250 0.01819
  889.000 411.000 915.000 443.500 0.01683
  1244.000 413.000 1262.000 447.000 0.01498
  663.000 184.250 685.000 194.000 0.01494
  1248.000 413.500 1264.000 445.500 0.01481
  1115.000 440.000 1137.000 470.500 0.01464
  1185.000 450.750 1209.000 490.250 0.01444
  1145.000 479.750 1161.000 510.250 0.01408
  1161.000 417.750 1193.000 458.250 0.01353
  855.000 361.250 903.000 400.750 0.01241
  1242.000 447.250 1264.000 474.750 0.01221
  662.000 183.625 678.000 194.375 0.01184
  5.312 288.750 152.500 488.250 0.01098
  184.000 323.750 218.000 351.750 0.01076
  1260.000 451.500 1276.000 480.500 0.01075
  105.125 383.750 170.375 420.250 0.01043
  900.000 378.500 921.000 407.500 0.01033
  1212.000 487.500 1230.000 524.500 0.01004
  715.000 260.250 729.000 279.750 0.00961
  724.500 232.500 739.500 248.000 0.00925
  1004.500 482.500 1029.000 524.500 0.00912
  1245.000 448.750 1269.000 479.250 0.00889
  1086.000 385.250 1102.000 418.250 0.00880
  661.500 254.250 669.500 266.750 0.00841
  186.500 326.000 212.500 352.500 0.00812
  670.500 183.875 695.500 194.125 0.00802
  887.500 401.750 922.500 436.250 0.00772
  272.000 356.500 344.500 387.500 0.00736
  1076.000 299.750 1102.000 341.750 0.00734
  959.000 445.750 983.000 481.750 0.00728
  156.750 258.500 179.000 277.000 0.00719
  1085.000 298.500 1103.000 330.500 0.00703
  583.000 212.250 613.000 226.250 0.00699
  129.500 240.250 178.000 276.250 0.00696
  897.500 380.250 923.500 412.250 0.00685
  1140.000 385.250 1166.000 410.750 0.00682
  19.078 19.172 64.062 38.375 0.00657
  613.500 212.750 634.500 223.250 0.00642
  1083.000 300.250 1103.000 340.250 0.00642
  753.000 245.625 764.000 262.000 0.00640
  939.000 446.250 969.000 502.250 0.00617
  1118.000 433.750 1136.000 460.750 0.00614
  982.000 361.500 1019.000 389.000 0.00612
  869.000 344.750 890.000 367.250 0.00609
  675.500 238.250 692.500 252.000 0.00607
  1144.000 382.500 1166.000 407.500 0.00590
  1021.500 380.000 1061.000 415.000 0.00585
  758.000 271.000 768.000 285.500 0.00577
  1140.000 312.500 1202.000 349.500 0.00576
  1240.000 446.500 1258.000 474.000 0.00565
  42.938 263.750 87.312 281.250 0.00518
  752.500 249.250 763.500 263.750 0.00509
  837.000 327.000 849.000 353.000 0.00507
  858.500 346.750 889.500 374.750 0.00502
  133.250 257.250 176.250 276.250 0.00497
  755.500 250.125 766.500 264.250 0.00492
  244.625 413.250 262.500 452.250 0.00487
  643.000 192.250 657.000 203.500 0.00483
  900.500 320.500 914.500 346.000 0.00481
  348.250 364.000 366.750 391.500 0.00476
  116.938 260.250 143.000 275.750 0.00471
  1104.000 386.500 1126.000 414.000 0.00471
  210.000 316.750 222.000 337.250 0.00453
  888.500 397.250 921.500 430.250 0.00451
  1155.000 468.500 1193.000 509.500 0.00439
  668.500 184.625 691.500 195.625 0.00439
  593.000 212.250 633.000 225.500 0.00438
  360.750 359.750 375.750 386.250 0.00434
  482.750 275.250 541.000 302.750 0.00425
  365.500 314.000 387.000 338.000 0.00425
  1162.000 428.000 1182.000 464.500 0.00423
  1053.000 408.000 1069.000 434.000 0.00416
  1164.000 443.500 1182.000 470.500 0.00410
  1145.000 471.000 1165.000 507.000 0.00407
  430.500 334.500 444.000 359.000 0.00402
  185.250 332.000 205.000 360.000 0.00395
  209.125 329.000 224.875 350.500 0.00394
  638.500 193.000 655.500 203.750 0.00394
  773.500 289.500 786.500 310.000 0.00390
  690.500 278.250 701.500 297.750 0.00390
  1081.000 440.750 1115.000 470.750 0.00388
  252.125 253.250 291.000 276.750 0.00381
  428.000 329.000 443.000 354.000 0.00380
  492.000 275.500 541.000 298.000 0.00373
  1019.000 367.250 1033.000 390.750 0.00373
  862.000 302.750 874.000 328.250 0.00367
  961.000 445.000 982.000 475.000 0.00361
  704.500 246.625 719.500 261.500 0.00357
  839.500 325.750 853.500 347.750 0.00354
  630.000 211.125 662.000 223.875 0.00353
  396.000 311.000 434.000 336.500 0.00353
  755.000 251.875 765.000 266.750 0.00347
  637.500 211.000 666.500 224.000 0.00347
  71.250 451.000 93.250 470.500 0.00345
  292.000 416.250 305.500 444.750 0.00343
  890.500 263.500 943.500 291.000 0.00340
  1220.000 411.500 1240.000 446.000 0.00335
  130.625 452.250 148.125 493.250 0.00334
  986.000 465.500 1007.000 506.000 0.00333
  22.047 266.250 65.250 284.250 0.00330
  831.500 312.000 850.500 350.500 0.00326
  1291.000 363.500 1311.000 397.000 0.00324
  691.000 229.875 704.000 243.375 0.00323
  111.438 331.250 135.500 366.250 0.00319
  102.812 332.500 126.062 366.000 0.00317
  511.500 215.375 549.500 229.125 0.00316
  578.500 154.500 612.500 170.000 0.00315
  1014.500 414.500 1063.000 441.000 0.00315
  620.000 190.500 656.000 204.000 0.00308
  71.250 382.500 165.625 416.500 0.00306
  503.000 276.000 542.000 296.000 0.00306
  843.000 317.750 861.000 335.250 0.00304
  1226.000 418.250 1242.000 447.750 0.00303
  1241.000 481.250 1259.000 520.000 0.00301
  722.500 232.500 737.500 246.500 0.00300
  835.500 315.250 855.500 339.250 0.00295
  123.000 341.000 152.000 374.000 0.00293
  642.500 209.000 667.500 220.750 0.00292
  1069.000 302.750 1087.000 333.250 0.00292
  100.562 381.000 164.375 429.500 0.00288
  628.000 209.375 661.000 221.125 0.00285
  927.500 387.250 947.500 434.750 0.00283
  141.125 338.750 161.375 364.750 0.00283
  867.000 343.250 888.000 363.750 0.00280
  618.000 191.625 636.000 203.375 0.00275
  218.125 307.500 245.125 329.000 0.00273
  1154.000 389.500 1174.000 415.500 0.00272
  120.000 385.000 176.500 418.000 0.00272
  36.875 267.250 60.812 284.250 0.00270
  112.625 385.000 158.875 425.000 0.00264
  879.000 262.250 892.000 287.750 0.00262
  611.000 210.750 630.000 223.750 0.00261
  168.000 323.750 184.750 349.750 0.00260
  1174.000 316.750 1204.000 348.250 0.00260
  901.000 378.000 918.000 403.000 0.00259
  110.688 324.250 137.500 361.750 0.00259
  621.000 452.250 640.000 482.250 0.00258
  200.625 324.000 217.375 347.500 0.00257
  1082.000 416.000 1108.000 451.500 0.00256
  614.500 212.250 640.500 223.750 0.00254
  108.062 453.000 126.562 492.500 0.00254
  189.750 266.000 222.250 283.500 0.00250
  107.625 354.750 127.625 381.250 0.00245
  731.500 249.000 746.500 264.000 0.00244
  295.000 412.000 315.500 447.000 0.00240
  97.688 332.750 119.812 366.750 0.00240
  344.500 374.250 367.000 400.250 0.00239
  153.125 338.000 169.625 362.500 0.00236
  130.875 337.500 154.875 368.500 0.00233
  122.312 346.250 153.250 381.250 0.00233
  670.000 181.875 712.000 195.875 0.00232
  177.750 266.000 220.250 284.000 0.00230
  672.500 185.000 689.500 192.500 0.00229
  828.500 307.750 852.500 346.750 0.00228
  280.250 398.250 298.750 426.250 0.00228
  99.188 351.000 121.938 381.000 0.00227
  1088.000 302.250 1104.000 330.750 0.00223
  102.312 346.250 124.938 375.750 0.00222
  158.875 273.000 185.875 289.500 0.00221
  513.500 217.000 550.500 234.500 0.00220
  109.688 345.250 132.750 374.750 0.00219
  931.000 425.250 992.000 467.750 0.00218
  1105.000 389.250 1123.000 415.750 0.00217
  110.812 316.500 142.625 358.000 0.00216
  1075.000 298.500 1097.000 329.000 0.00214
  103.188 327.500 125.188 360.000 0.00214
  121.750 331.750 150.250 367.750 0.00213
  1174.000 317.500 1212.000 352.000 0.00210
  976.000 454.500 997.000 493.500 0.00209
  358.750 362.500 375.750 395.500 0.00207
  474.250 387.500 501.250 422.000 0.00204
  738.000 227.500 756.000 242.250 0.00201
  816.500 406.750 836.500 441.750 0.00200
  72.750 319.250 97.875 347.750 0.00198
  1087.000 383.750 1105.000 411.750 0.00196
  1080.000 442.000 1106.000 471.000 0.00195
  171.375 267.000 199.625 284.500 0.00195
  1161.000 465.500 1183.000 496.000 0.00195
  114.250 261.500 146.750 279.000 0.00194
  162.750 271.750 192.500 288.750 0.00190
  1140.000 481.750 1160.000 510.750 0.00187
  112.062 452.500 131.750 496.500 0.00185
  945.500 445.250 963.500 471.750 0.00185
  158.625 268.250 191.125 287.750 0.00184
  1090.000 294.500 1126.000 331.000 0.00183
  98.875 342.250 120.875 374.750 0.00183
  190.750 320.750 214.750 347.750 0.00182
  570.000 471.000 594.000 517.500 0.00182
  751.000 243.250 764.000 260.500 0.00182
  97.312 354.000 123.562 386.000 0.00181
  971.000 457.250 999.000 497.250 0.00180
  850.000 324.500 864.000 352.000 0.00179
  123.812 547.000 193.250 687.000 0.00177
  929.500 327.750 978.500 361.250 0.00176
  963.500 346.000 977.500 368.000 0.00175
  1008.000 456.250 1024.000 490.250 0.00174
  179.625 323.750 199.375 347.750 0.00174
  548.000 214.625 565.000 226.625 0.00173
  931.500 437.750 1030.000 521.000 0.00172
  828.500 305.000 852.500 335.000 0.00172
  206.125 330.500 226.125 352.500 0.00172
  406.500 312.500 431.000 338.500 0.00171
  154.250 273.500 182.250 290.500 0.00171
  642.000 194.125 656.000 205.125 0.00169
  66.688 333.750 93.562 381.750 0.00169
  97.688 327.250 118.688 359.250 0.00168
  401.250 528.500 421.250 573.500 0.00167
  1118.000 28.438 1174.000 88.250 0.00166
  112.562 355.750 128.500 379.750 0.00166
  927.500 399.000 947.500 440.500 0.00166
  743.500 234.250 760.500 255.000 0.00166
  141.625 260.000 179.875 281.000 0.00165
  128.875 342.250 156.125 377.750 0.00164
  173.500 263.000 204.250 283.500 0.00163
  589.000 211.000 607.000 226.250 0.00162
  251.000 257.250 290.500 280.750 0.00162
  981.000 462.250 1001.000 503.250 0.00162
  898.500 432.750 938.500 464.250 0.00161
  377.750 268.500 419.750 293.500 0.00161
  541.500 214.875 564.500 227.125 0.00161
  1085.000 402.750 1101.000 434.750 0.00160
  621.000 441.250 644.000 481.250 0.00160
  1072.000 448.000 1094.000 478.500 0.00160
  778.000 287.250 791.000 306.750 0.00159
  849.500 347.000 866.500 370.000 0.00159
  367.000 362.750 383.000 392.250 0.00159
  1085.000 290.750 1099.000 315.750 0.00157
  116.188 261.500 137.500 276.500 0.00156
  385.000 314.500 409.500 341.000 0.00154
  581.500 212.500 611.500 231.750 0.00153
  648.000 207.750 674.000 220.750 0.00153
  1093.000 385.250 1113.000 412.750 0.00152
  377.750 272.000 407.250 294.500 0.00151
